cnpj_basic;cnpj_ordem;cnpj_dv;identifica;nome_fanta;situacao_c;data_situa;motivo_sit;data_inici;cnae_fisca;cnae_fis_1;tipo_logra;logradouro;numero;bairro;cep;cidade;estado;complement;uf;codigo_mun;ddd_1;telefone_1;endereco;Latitude;Longitude
49730573;1;60;1;-;2;20230227;0;20230227;3299099;-;RUA;FRANCISCO FARIA BARBOSA;108;PARQUE VICENTE GONCALVES DIAS;28080265;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;81354907;RUA, FRANCISCO FARIA BARBOSA, 108, PARQUE VICENTE GONCALVES DIAS;-21.749;-41.319
49731423;1;70;1;-;2;20230227;0;20230227;3314701;4322303,4322302,4321500,3321000;RUA;JOAO FRANCA BARRETO;62;PARQUE ELDORADO;28090120;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98493513;RUA, JOAO FRANCA BARRETO, 62, PARQUE ELDORADO;-21.716;-41.301
29953833;10;40;2;-;2;20220603;0;20220603;5229002;4930202,5211799,5223100,7711000,7739099;AVENIDA;DOUTOR NILO PECANHA;614;PARQUE SANTO AMARO;28030035;Campos dos Goytacazes;Rio de Janeiro;LOJA 15;RJ;5819;21;35534100;AVENIDA, DOUTOR NILO PECANHA, 614, PARQUE SANTO AMARO;-21.765;-41.345
49766027;1;89;1;-;2;20230301;0;20230301;3299003;4520007,433;10A AVENIDA;LOURIVAL MARTINS BEDA;1162;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;APT 104;RJ;5819;22;97838358;10A AVENIDA, LOURIVAL MARTINS BEDA, 1162, GOITACAZES;-21.806;-41.296
49773313;1;71;1;-;2;20230301;0;20230301;5912099;7420004;RUA;JOAO CABRAL DE MELO NETO;74;PARQUE NOVO JOCKEY;28020822;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;99730226;RUA, JOAO CABRAL DE MELO NETO, 74, PARQUE NOVO JOCKEY;-21.776;-41.277
49775450;1;45;1;-;2;20230302;0;20230302;8630503;8630501,96;AVENIDA;ALBERTO LAMEGO;405;PARQUE CALIFORNIA;28016811;Campos dos Goytacazes;Rio de Janeiro;BLOCO 16 APT 404;RJ;5819;22;98332686;AVENIDA, ALBERTO LAMEGO, 405, PARQUE CALIFORNIA;-21.767;-41.292
49791314;1;49;1;-;2;20230302;0;20230302;7319002;-;RUA;MIGUEL HEREDIA;50;CENTRO;28013025;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;98719011;RUA, MIGUEL HEREDIA, 50, CENTRO;-21.756;-41.312
49793351;1;96;1;A MORENA;2;20230303;0;20230303;4781400;4789001;RUA;JOAO PESSOA;206;CENTRO;28010250;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;21;79271450;RUA, JOAO PESSOA, 206, CENTRO;-21.758;-41.325
49794067;1;34;1;FOY CALIL;2;20230303;0;20230303;4763603;4541206,4763602,4781400;AVENIDA;JOSE ALVES DE AZEVEDO;454;PARQUE ROSARIO;28025497;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99597277;AVENIDA, JOSE ALVES DE AZEVEDO, 454, PARQUE ROSARIO;-21.764;-41.329
49795892;1;53;1;-;2;20230303;0;20230303;8230001;7319002;RUA;JOAO CABRAL DE MELO NETO;81;PARQUE NOVO JOCKEY;28020822;Campos dos Goytacazes;Rio de Janeiro;BLOCO 10 APT 304;RJ;5819;22;92612226;RUA, JOAO CABRAL DE MELO NETO, 81, PARQUE NOVO JOCKEY;-21.774;-41.279
49796320;1;99;1;-;2;20230303;0;20230303;159802;5612100,4724500,4330404;10A RUA;DO VAL;2;LAGOA DE CIMA;28010970;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;21;90509451;10A RUA, DO VAL, 2, LAGOA DE CIMA;-21.767;-41.517
49798975;1;4;1;LINDOLFO & MASCARENHAS;2;20221213;0;20221213;6911701;-;RUA;JOAQUIM TAVORA;39;CENTRO;28010060;Campos dos Goytacazes;Rio de Janeiro;SALA 404;RJ;5819;22;99619391;RUA, JOAQUIM TAVORA, 39, CENTRO;-21.757;-41.325
49807317;1;23;1;-;2;20230304;0;20230304;5620104;-;RODOVIA;JOSE LIZANDRO ALBERNAZ GOMES;41;VILA DA RAINHA;28016315;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97909265;RODOVIA, JOSE LIZANDRO ALBERNAZ GOMES, 41, VILA DA RAINHA;-21.770;-41.293
43442469;2;74;2;-;2;20230306;0;20230306;4781400;4772500,4782201,4782202,4789001;PRACA;04 JORNADAS;10;CENTRO;28010000;Campos dos Goytacazes;Rio de Janeiro;LOJA 2 CENTRAL PLAZASHOPING;RJ;5819;22;98607262;PRACA, 04 JORNADAS, 10, CENTRO;-21.755;-41.323
49830858;1;72;1;-;2;20230306;0;20230306;5611201;5620104,4712100,5611203;RUA;DA FARMACIA;6;URURAI;28040630;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98193062;RUA, DA FARMACIA, 6, URURAI;-21.807;-41.398
49831775;1;6;1;-;2;20230307;0;20230307;5612100;-;RUA;MARECHAL FLORIANO - DE 138 AO FIM - LADO PAR;202;CENTRO;28010162;Campos dos Goytacazes;Rio de Janeiro;CONJ 138 AO FIM LADO PAR;RJ;5819;22;88104313;RUA, MARECHAL FLORIANO - DE 138 AO FIM - LADO PAR, 202, CENTRO;-21.762;-41.321
49857504;1;11;1;-;2;20230308;0;20230308;9602502;-;RUA;DESEMBARGADOR ALVARO FERREIRA DA SILVA PINTO;22;PARQUE TAMANDARE;28030070;Campos dos Goytacazes;Rio de Janeiro;APT 703;RJ;5819;22;97148030;RUA, DESEMBARGADOR ALVARO FERREIRA DA SILVA PINTO, 22, PARQUE TAMANDARE;-21.760;-41.334
49873429;1;82;1;-;2;20230309;0;20230309;4744099;-;RUA;LUIZ BALDAN;119;PARQUE AEROPORTO;28093080;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98047847;RUA, LUIZ BALDAN, 119, PARQUE AEROPORTO;-21.695;-41.306
49881813;1;27;1;-;2;20230309;0;20230309;4721102;-;RUA;MAJOR JOSE JULIO MARTINEZ;46;PARQUE NOVO MUNDO;28083440;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;96060136;RUA, MAJOR JOSE JULIO MARTINEZ, 46, PARQUE NOVO MUNDO;-21.728;-41.314
49882078;1;76;1;-;2;20230309;0;20230309;4744004;1411801,1411802,4781400,1412603,1412602,1412601,1413403,4755502,4755503,2349499,1351100,1359600;AVENIDA;JOSE ALVES DE AZEVEDO - ATE 795 - LADO IMPAR;321;PARQUE ROSARIO;28025496;Campos dos Goytacazes;Rio de Janeiro;LOJA 2;RJ;5819;22;98731980;AVENIDA, JOSE ALVES DE AZEVEDO - ATE 795 - LADO IMPAR, 321, PARQUE ROSARIO;-21.759;-41.327
49883497;1;22;1;-;2;20230310;0;20230310;8630503;8630599;AVENIDA;PRESIDENTE KENNEDY;550;PARQUE JOQUEI CLUB;28020010;Campos dos Goytacazes;Rio de Janeiro;COND HYBISCUS CASA 70;RJ;5819;22;38236607;AVENIDA, PRESIDENTE KENNEDY, 550, PARQUE JOQUEI CLUB;-21.776;-41.286
49885977;1;22;1;SILVA RESTAURANTE;2;20230310;0;20230310;5611201;5611203,561;RUA;LUIZ SOBRAL;2;CENTRO;28035115;Campos dos Goytacazes;Rio de Janeiro;TERREO;RJ;5819;22;99494557;RUA, LUIZ SOBRAL, 2, CENTRO;-21.756;-41.337
49949049;1;84;1;RVS COMERCIAL;2;20230315;0;20230315;4772500;4729699;RUA;CRUZEIRO DO SUL;45;SANTA MARIA DE CAMPOS;28155000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;81082726;RUA, CRUZEIRO DO SUL, 45, SANTA MARIA DE CAMPOS;-21.265;-41.451
49951054;1;21;1;DISTRIBUIDORA AZEREDO CRESPO;2;20230315;0;20230315;4679699;4672900,4673700,4674500,4679604,4744001,4744003,4744004,4744099;ESTRADA;DA AREIA;0;SAO SEBASTIAO;28145971;Campos dos Goytacazes;Rio de Janeiro;4 DISTRITO;RJ;5819;22;99618616;ESTRADA, DA AREIA, 0, SAO SEBASTIAO;-21.719;-41.322
49964951;1;70;1;-;2;20230316;0;20230316;5229099;-;RUA;DOUTOR JULIO BARCELOS;1;PARQUE JOQUEI CLUB;28020140;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27229015;RUA, DOUTOR JULIO BARCELOS, 1, PARQUE JOQUEI CLUB;-21.770;-41.290
49974416;1;8;1;-;2;20230317;0;20230317;4520002;7319002;RUA;DORALICE QUITETE;17;SAO SEBASTIAO DE CAMPOS;28145000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;81252438;RUA, DORALICE QUITETE, 17, SAO SEBASTIAO DE CAMPOS;-21.857;-41.213
49981372;1;35;1;-;2;20230317;0;20230317;4330404;-;RUA;DEMERVAL FARIA;102;PARQUE BARAO DO RIO BRANCO;28083600;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98443369;RUA, DEMERVAL FARIA, 102, PARQUE BARAO DO RIO BRANCO;-21.731;-41.311
49987896;1;33;1;-;2;20230318;0;20230318;4789099;4755503,478;3A RUA;TRAVESSA FRANCISCO MOTTA;0;SAO SEBASTIAO DE CAMPOS;28145000;Campos dos Goytacazes;Rio de Janeiro;LOJA;RJ;5819;22;98086630;3A RUA, TRAVESSA FRANCISCO MOTTA, 0, SAO SEBASTIAO DE CAMPOS;-21.855;-41.211
49989201;1;52;1;-;2;20230318;0;20230318;5620104;-;RUA;DOIS;27;-;-;Campos dos Goytacazes;Rio de Janeiro;QUADRA RUA TIM MAIA;-;0;0;0;RUA, DOIS, 27, -;-21.790;-41.273
49989589;1;91;1;-;2;20230318;0;20230318;4520005;-;RUA;FLORENCIO FRANCISCO DA SILVA;0;PARQUE VISCONDE DE URURAI;28040650;Campos dos Goytacazes;Rio de Janeiro;CONJ SUPER PRECO;RJ;5819;22;98409098;RUA, FLORENCIO FRANCISCO DA SILVA, SEM NM, PARQUE VISCONDE DE URURAI;-21.811;-41.398
49427573;2;76;2;-;2;20230320;0;20230320;4732600;4530703,4530705,4741500;RUA;NAZARIO PEREIRA GOMES;727;PARQUE FUNDAO;28070205;Campos dos Goytacazes;Rio de Janeiro;LOJA 04;RJ;5819;22;98717863;RUA, NAZARIO PEREIRA GOMES, 727, PARQUE FUNDAO;-21.727;-41.322
50004807;1;70;1;PRET CARDOSO PET REST;2;20230321;0;20230321;9609208;4923002,5229001,5611201,5620104;RUA;MANOEL TEODORO;156;CENTRO;28030490;Campos dos Goytacazes;Rio de Janeiro;LOJA 08;RJ;5819;22;27322868;RUA, MANOEL TEODORO, 156, CENTRO;-21.764;-41.335
50006156;1;58;1;-;2;20230321;0;20230321;5812301;5812302,732;RUA;CONSELHEIRO JOSE FERNANDES - ATE 473 - LADO IMPAR;341;CENTRO;28035231;Campos dos Goytacazes;Rio de Janeiro;APT 1.401;RJ;5819;22;81164948;RUA, CONSELHEIRO JOSE FERNANDES - ATE 473 - LADO IMPAR, 341, CENTRO;-21.757;-41.332
50017079;1;31;1;R M SERVICOS ELETRICOS EM VEICULOS;2;20230321;0;20230321;4530703;1340599,1749400,1813001,4520001,4520007,4530705,4743100,5813100,7410299,8219901,8219999,8299799;RUA;JULIO ARMOND;74;CUSTODOPOLIS;28083360;Campos dos Goytacazes;Rio de Janeiro;LOJA ALTO;RJ;5819;22;99809249;RUA, JULIO ARMOND, 74, CUSTODOPOLIS;-21.725;-41.314
50026403;1;88;1;-;2;20230322;0;20230322;5611203;-;AVENIDA;JOSE ALVES DE AZEVEDO;0;-;-;Campos dos Goytacazes;Rio de Janeiro;ANEXO TERMINAL RODOVIARIO ROBERTO SILVEIRA;-;0;0;0;AVENIDA, JOSE ALVES DE AZEVEDO, S/N, -;-21.769;-41.330
50051874;1;46;1;-;2;20230323;0;20230323;5320201;-;RUA;PROJETADA C;75;RESIDENCIAL PORTO SEGURO;28021277;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98515773;RUA, PROJETADA C, 75, RESIDENCIAL PORTO SEGURO;-21.744;-41.314
50054609;1;11;1;M A SERVICOS MEDICOS LTDA;2;20230323;0;20230323;8630503;8630501,8630502,8660700,8690999,8712300;RUA;RODRIGUES PEIXOTO;40;PARQUE TAMANDARE;28035060;Campos dos Goytacazes;Rio de Janeiro;SALA 1002;RJ;5819;22;98289949;RUA, RODRIGUES PEIXOTO, 40, PARQUE TAMANDARE;-21.754;-41.335
50060032;1;50;1;-;2;20230323;0;20230323;1749400;-;TRAVESSA;IDOLINO NUNES BRASILEIRO;78;PARQUE SALO BRAND;28015380;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;98606700;TRAVESSA, IDOLINO NUNES BRASILEIRO, 78, PARQUE SALO BRAND;-21.764;-41.304
50074219;1;3;1;-;2;20230324;0;20230324;3101200;-;RUA;CORONEL FRANCISCO MANHAES;50;CENTRO;28010430;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99001232;RUA, CORONEL FRANCISCO MANHAES, 50, CENTRO;-21.766;-41.320
50092282;1;72;1;-;2;20230327;0;20230327;5229099;5212500,493;RUA;GILBERTO FREIRE;49;PARQUE NOVO JOCKEY;28020829;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;92284652;RUA, GILBERTO FREIRE, 49, PARQUE NOVO JOCKEY;-21.773;-41.282
50120689;1;66;1;-;2;20230328;0;20230328;5612100;-;RUA;RAIMUNDO DE FARIAS BRITO (RESERVA DOS CRISTAIS);235;LOTEAMENTO SONHO DOURADO;28030350;Campos dos Goytacazes;Rio de Janeiro;APT B04/304;RJ;5819;22;98222295;RUA, RAIMUNDO DE FARIAS BRITO (RESERVA DOS CRISTAIS), 235, LOTEAMENTO SONHO DOURADO;-21.764;-41.352
50130760;1;91;1;-;2;20230329;0;20230329;4399103;4330404;RUA;ANTONIO FELIX MIRANDA;49;CENTRO;28010120;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;21;96573520;RUA, ANTONIO FELIX MIRANDA, 49, CENTRO;-21.761;-41.323
50145681;1;54;1;-;2;20230330;0;20230330;8630503;8610102,863;RUA;VOLUNTARIOS DA PATRIA;65;CENTRO;28035260;Campos dos Goytacazes;Rio de Janeiro;APT 1708 BL 03;RJ;5819;22;97344610;RUA, VOLUNTARIOS DA PATRIA, 65, CENTRO;-21.752;-41.328
50157069;1;0;1;CONNECT;2;20230331;0;20230331;4321500;3321000,3329599,4211102,4213800,4299501,4311802,4313400,4319300,4322301,4329101,4329104,4541203,4541204,4742300,4744003,4744099,4759899,7319002,7490104,7711000,7719599,7732201,7739099,8129000,8541400;AVENIDA;28 DE MARCO;391;CENTRO;28020740;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;81360336;AVENIDA, 28 DE MARCO, 391, CENTRO;-21.766;-41.326
50171249;1;38;1;-;2;20230401;0;20230401;4712100;4772500;AVENIDA;WILSON BATISTA;146;PARQUE ALDEIA;28060560;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99176070;AVENIDA, WILSON BATISTA, 146, PARQUE ALDEIA;-21.729;-41.334
50179335;1;97;1;MATERIAL DE CONSTRUCAO NOVA BRASILIA;2;20230403;0;20230403;4744099;4744004;RUA;ARTUR NOGUEIRA;355;PARQUE CORRIENTES;28055030;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;96073579;RUA, ARTUR NOGUEIRA, 355, PARQUE CORRIENTES;-21.746;-41.361
50189045;1;24;1;-;2;20230403;0;20230403;4923001;-;RUA;ARNALDO TELES DA FONSECA;140;PARQUE PRAZERES;28080050;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99831953;RUA, ARNALDO TELES DA FONSECA, 140, PARQUE PRAZERES;-21.747;-41.299
50196002;1;76;1;-;2;20230404;0;20230404;4520005;-;RUA;ALLAN KARDEC;75;PARQUE CORRIENTES;28055120;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;22483952;RUA, ALLAN KARDEC, 75, PARQUE CORRIENTES;-21.745;-41.356
50219851;1;6;1;-;2;20230405;0;20230405;4520001;-;RODOVIA;DO ACUCAR S/N;0;CENTRO;28143970;Campos dos Goytacazes;Rio de Janeiro;ANEXO;RJ;5819;22;99721916;RODOVIA, DO ACUCAR S/N, 0, CENTRO;-21.761;-41.317
50220288;1;88;1;-;2;20230405;0;20230405;7319002;-;RUA;BARAO DE MIRACEMA - ATE 361 - LADO IMPAR;255;CENTRO;28035301;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99084755;RUA, BARAO DE MIRACEMA - ATE 361 - LADO IMPAR, 255, CENTRO;-21.759;-41.329
46396232;1;1;1;-;2;20220514;0;20220514;4712100;4781400,4724500,4772500;RUA;TRAVESSA BUGALHO;8;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;CONJ;RJ;5819;22;98584847;RUA, TRAVESSA BUGALHO, 8, GOITACAZES;-21.830;-41.271
50239440;1;74;1;-;2;20230407;0;20230407;4772500;-;RUA;CICERO FERREIRA;55;PARQUE FUNDAO;28060290;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;20011918;RUA, CICERO FERREIRA, 55, PARQUE FUNDAO;-21.732;-41.332
50242984;1;95;1;-;2;20230408;0;20230408;4729699;-;RUA;TEOFILO GUIMARAES;160;PARQUE TURF CLUB;28024050;Campos dos Goytacazes;Rio de Janeiro;EDIF;RJ;5819;22;99423094;RUA, TEOFILO GUIMARAES, 160, PARQUE TURF CLUB;-21.778;-41.312
50255271;1;66;1;-;2;20230410;0;20230410;7319002;8230001;RUA;RUBENS DE ALMEIDA GUSMAO;35;PARQUE VISCONDE DE URURAI;28040505;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98719267;RUA, RUBENS DE ALMEIDA GUSMAO, 35, PARQUE VISCONDE DE URURAI;-21.809;-41.393
50255790;1;24;1;-;2;20230410;0;20230410;5620104;-;RUA;MAESTRO ETIENNE SAMARY;48;PARQUE NOVO MUNDO;28083410;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98864217;RUA, MAESTRO ETIENNE SAMARY, 48, PARQUE NOVO MUNDO;-21.725;-41.312
50276010;1;22;1;-;2;20230411;0;20230411;5912099;7420004,7420002,7420001;RUA;HERVAL RIBEIRO DE CASTRO;57;PARQUE JOQUEI CLUB;28020275;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97733125;RUA, HERVAL RIBEIRO DE CASTRO, 57, PARQUE JOQUEI CLUB;-21.779;-41.294
50290520;1;54;1;-;2;20230412;0;20230412;8599699;-;RUA;MAESTRO LOURENCO SOARES - DE 310/311 AO FIM;408;PARQUE AURORA;28025445;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98102723;RUA, MAESTRO LOURENCO SOARES - DE 310/311 AO FIM, 408, PARQUE AURORA;-21.783;-41.324
16670085;1209;91;2;-;2;20230412;0;20230412;7711000;-;RUA;ROCHA LEAO;97;PARQUE CAJU;28051170;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;31;32479460;RUA, ROCHA LEAO, 97, PARQUE CAJU;-21.745;-41.334
50318473;1;0;1;-;2;20230414;0;20230414;7319002;-;RUA;MARECHAL DEODORO;123;CENTRO;28010280;Campos dos Goytacazes;Rio de Janeiro;CASA 02;RJ;5819;22;98111410;RUA, MARECHAL DEODORO, 123, CENTRO;-21.766;-41.322
50323571;1;35;1;-;2;20230414;0;20230414;4743100;7319002;AVENIDA;TERESOPOLIS;364;PARQUE GUARUS;28070520;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;99038614;AVENIDA, TERESOPOLIS, 364, PARQUE GUARUS;-21.716;-41.326
50337951;1;29;1;-;2;20230417;0;20230417;4789001;4755502,4753900,4761003,3212400;RUA;VIGARIO JOAO CARLOS;29;CENTRO;28010050;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27395616;RUA, VIGARIO JOAO CARLOS, 29, CENTRO;-21.757;-41.325
50352131;1;6;1;-;2;20230417;0;20230417;4330404;-;RUA;ROSSINE QUINTANILHA CHAGAS - ATE 124 - LADO PAR;56;PARQUE PENHA;28021002;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99768566;RUA, ROSSINE QUINTANILHA CHAGAS - ATE 124 - LADO PAR, 56, PARQUE PENHA;-21.797;-41.294
50355706;1;44;1;-;2;20230418;0;20230418;4789001;-;RUA;ADALBERTO DA COSTA REIS;39;PARQUE ZUZA MOTA;28083200;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;98028977;RUA, ADALBERTO DA COSTA REIS, 39, PARQUE ZUZA MOTA;-21.733;-41.317
50367149;1;81;1;-;2;20230418;0;20230418;4723700;-;RUA;QUATRO DE MAIO;89;PARQUE NOVO JOCKEY;28020863;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;96082341;RUA, QUATRO DE MAIO, 89, PARQUE NOVO JOCKEY;-21.782;-41.272
50382606;1;7;1;-;2;20230419;0;20230419;8219999;-;RUA;INACIO PEREIRA;7;PARQUE JARDIM CARIOCA;28080635;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27222116;RUA, INACIO PEREIRA, 7, PARQUE JARDIM CARIOCA;-21.744;-41.321
50393433;1;22;1;GARRAMAX;2;20230420;0;20230420;2330305;2330399,412;ESTRADA;DO ACUCAR;0;SATURNINO BRAGA;28110000;Campos dos Goytacazes;Rio de Janeiro;GALPAOFUNDOS;RJ;5819;21;87719222;ESTRADA, DO ACUCAR, 0, SATURNINO BRAGA;-21.888;-41.198
50393928;1;51;1;-;2;20230420;0;20230420;8219999;-;RUA;JOAQUIM MACEDO;35;PARQUE CALIFORNIA;28015420;Campos dos Goytacazes;Rio de Janeiro;ANDAR 3;RJ;5819;22;98983919;RUA, JOAQUIM MACEDO, 35, PARQUE CALIFORNIA;-21.763;-41.299
50149016;1;39;1;-;2;20230330;0;20230330;9329899;4763601;RUA;RAIMUNDO DE FARIAS BRITO (RESERVA DOS CRISTAIS);177;-;-;Campos dos Goytacazes;Rio de Janeiro;BLOCO 10;-;0;0;0;RUA, RAIMUNDO DE FARIAS BRITO (RESERVA DOS CRISTAIS), 177, -;-21.764;-41.353
50415056;1;85;1;-;2;20230424;0;20230424;5229099;-;RUA;SAO SEBASTIAO;50;CAMPO LIMPO;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;96004303;RUA, SAO SEBASTIAO, 50, CAMPO LIMPO;-21.832;-41.264
50415079;1;90;1;-;2;20230424;0;20230424;4755502;4752100,4781400,4789099,4751201,4762800,4755503,4753900,4789007,4782201;RUA;ANDRE PINHEIRO;82;PARQUE PENHA;28021060;Campos dos Goytacazes;Rio de Janeiro;LOJA;RJ;5819;22;97426002;RUA, ANDRE PINHEIRO, 82, PARQUE PENHA;-21.794;-41.289
50421283;1;13;1;-;2;20230424;0;20230424;4781400;-;RUA;PRINCESA ISABEL - DE 407 AO FIM - LADO IMPAR;205;PARQUE ROSARIO;28027091;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99086891;RUA, PRINCESA ISABEL - DE 407 AO FIM - LADO IMPAR, 205, PARQUE ROSARIO;-21.773;-41.324
50432545;1;45;1;-;2;20230425;0;20230425;9491000;-;RUA;ARQUERES MARTINS;97;PARQUE NOVO JOCKEY;28020854;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;21;96131876;RUA, ARQUERES MARTINS, 97, PARQUE NOVO JOCKEY;-21.778;-41.281
50457419;1;45;1;-;2;20230426;0;20230426;8610101;8610102,8630503,8630599;RUA;PRIMEIRO DE MAIO;23;CENTRO;28035145;Campos dos Goytacazes;Rio de Janeiro;APT 802;RJ;5819;22;92266818;RUA, PRIMEIRO DE MAIO, 23, CENTRO;-21.760;-41.328
48404536;1;7;1;-;2;20221025;0;20221025;5611203;-;RUA;PROFESSORA JULIA CODECO DOS SANTOS;21;VIVENDAS DO COQUEIRO II;28021369;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98120163;RUA, PROFESSORA JULIA CODECO DOS SANTOS, 21, VIVENDAS DO COQUEIRO II;-21.790;-41.293
50463921;1;69;1;-;2;20230426;0;20230426;7490102;-;RUA;MIRANDA PINTO;191;PARQUE LEOPOLDINA;28051245;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;21;92689330;RUA, MIRANDA PINTO, 191, PARQUE LEOPOLDINA;-21.752;-41.344
50489704;1;48;1;-;2;20230428;0;20230428;7319002;-;11A RUA;CAPITAO VICTOR CLAUDIO;205;DONANA;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98953305;11A RUA, CAPITAO VICTOR CLAUDIO, 205, DONANA;-21.816;-41.297
50491202;1;51;1;MAICON S BURGER;2;20230428;0;20230428;5611203;-;RUA;SILVIO FONTOURA;33;PARQUE JOAO MARIA;28027370;Campos dos Goytacazes;Rio de Janeiro;PARTE;RJ;5819;22;27243151;RUA, SILVIO FONTOURA, 33, PARQUE JOAO MARIA;-21.777;-41.320
50512701;1;88;1;-;2;20230502;0;20230502;7319002;-;RUA;TEOFILO GUIMARAES;41;PARQUE TURF CLUB;28024050;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98490793;RUA, TEOFILO GUIMARAES, 41, PARQUE TURF CLUB;-21.776;-41.310
50525508;1;81;1;LIFE NATUS PRODUTOS NATURAIS;2;20230503;0;20230503;1122402;1031700,1032501,1032599,1033301,1033302,1052000,1094500,1095300,1096100,1099602,1099603,1099605,1099606,1099699,1122401,1122403,1122499,4635403,4637199,4729699,8292000;ESTRADA;BREJO GRANDE;777;PARQUE AEROPORTO;28093000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98920653;ESTRADA, BREJO GRANDE, 777, PARQUE AEROPORTO;-21.692;-41.300
43178332;4;16;2;-;2;20230503;0;20230503;7739099;3319800,711;ESTRADA;DORES DE MACABU;0;11 DISTRITO;28115000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;21;40635085;ESTRADA, DORES DE MACABU, SN, 11 DISTRITO;-21.753;-41.331
50536053;1;8;1;CASACON CONSTRUTORA;2;20230503;0;20230503;4120400;4221902,4221905,4222701,4292801,4299501,4311801,4311802,4313400,4319300,4321500,4322301,4322302,4322303,4329101,4329105,4330401,4330402,4330403,4330404,4330405,4330499,4391600,4399101,4399102,4399103,4399105,4399199;RUA;PRINCESA ISABEL;391;PARQUE ROSARIO;28024151;Campos dos Goytacazes;Rio de Janeiro;ALTOS PARTE;RJ;5819;22;27331856;RUA, PRINCESA ISABEL, 391, PARQUE ROSARIO;-21.774;-41.320
48057089;1;59;1;-;2;20220922;0;20220922;8599603;6190699,4751202,8299707;RUA;MARCILIO DIAS;40;PARQUE TAMANDARE;28035015;Campos dos Goytacazes;Rio de Janeiro;ANDAR AP 303;RJ;5819;47;92000510;RUA, MARCILIO DIAS, 40, PARQUE TAMANDARE;-21.756;-41.339
50548302;1;77;1;-;2;20230504;0;20230504;8219999;-;RUA;ANFILOQUIO DE LIMA;62;PARQUE CAJU;28051050;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98669862;RUA, ANFILOQUIO DE LIMA, 62, PARQUE CAJU;-21.747;-41.338
50551296;1;7;1;-;2;20230504;0;20230504;5611201;-;RUA;FIRMINO LOPES;323;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97013610;RUA, FIRMINO LOPES, 323, GOITACAZES;-21.827;-41.289
